"month","year","park","ndvi_monthly_mean"
4,2013,"FIVE",0.00491824673786865
5,2013,"FIVE",-0.00561931821654241
6,2013,"FIVE",0.325370655055245
7,2013,"FIVE",0.210744871431169
8,2013,"FIVE",0.0672239998493842
9,2013,"FIVE",0.234092736510393
10,2013,"FIVE",0.0380997999126196
11,2013,"FIVE",0.166683024335266
12,2013,"FIVE",0.289421173884389
1,2014,"FIVE",0.185376111369795
2,2014,"FIVE",0.481753704529283
3,2014,"FIVE",0.0989816664941671
4,2014,"FIVE",0.077044444218816
5,2014,"FIVE",0.0622516127319946
6,2014,"FIVE",0.529850000784
7,2014,"FIVE",0.543553448329911
8,2014,"FIVE",0.103281182806769
9,2014,"FIVE",0.364239505208017
10,2014,"FIVE",0.051881034511168
11,2014,"FIVE",0.195871264866029
12,2014,"FIVE",0.398037500877971
1,2015,"FIVE",0.237301110368294
2,2015,"FIVE",0.467442859247185
3,2015,"FIVE",0.0643403226670699
4,2015,"FIVE",0.0823101192444741
5,2015,"FIVE",0.101240322491178
6,2015,"FIVE",0.592302873905072
7,2015,"FIVE",0.500403571204203
8,2015,"FIVE",0.115453763225394
9,2015,"FIVE",0.417537930565661
10,2015,"FIVE",0.190375927045976
11,2015,"FIVE",0.277310000328819
12,2015,"FIVE",0.414331665710409
1,2016,"FIVE",0.27193166679355
2,2016,"FIVE",0.526280356742974
3,2016,"FIVE",0.0453709674758311
4,2016,"FIVE",0.105194827233204
5,2016,"FIVE",0.0403112903247172
6,2016,"FIVE",0.593608334746684
7,2016,"FIVE",0.60970862184763
8,2016,"FIVE",0.170104838216305
9,2016,"FIVE",0.495256896402096
10,2016,"FIVE",0.256636667011118
11,2016,"FIVE",0.305846667680802
12,2016,"FIVE",0.494561904488522
1,2017,"FIVE",0.268186112423754
2,2017,"FIVE",0.481844446723591
3,2017,"FIVE",0.0603083336192369
4,2017,"FIVE",0.0833607139393022
5,2017,"FIVE",0.0674241934699848
6,2017,"FIVE",0.556833336980989
7,2017,"FIVE",0.473959443736341
8,2017,"FIVE",0.196591935493845
9,2017,"FIVE",0.322983333494564
10,2017,"FIVE",0.0753077375791862
11,2017,"FIVE",0.310803334519739
12,2017,"FIVE",0.504546913874352
